EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC 292: Sterling vs. O'Malley ,Zhang Weili vs. Amanda Lemos,W/L,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Kevin MacDonald,Sal D'amato 43 - 50.Chris Lee 44 - 50.Nick Mahmood 45 - 49.,http://ufcstats.com/fight-details/845e38dfbfea6e53
UFC 292: Sterling vs. O'Malley ,Neil Magny vs. Ian Machado Garry,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Ben Cartlidge 26 - 30.Marcel Varela 26 - 30.David Ginsberg 24 - 30.,http://ufcstats.com/fight-details/78d2c01dc963f204
UFC 292: Sterling vs. O'Malley ,Da'Mon Blackshear vs. Mario Bautista,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Bryan Miner,Sal D'amato 28 - 29.Chris Lee 28 - 29.Steve Rita 27 - 30.,http://ufcstats.com/fight-details/fd4d30036a3f3efb
UFC 292: Sterling vs. O'Malley ,Marlon Vera vs. Pedro Munhoz,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Nick Mahmood 27 - 30.Marcel Varela 27 - 30.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/621e6f0929a3dbfc
UFC 292: Sterling vs. O'Malley ,Chris Weidman vs. Brad Tavares,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.Nick Mahmood 27 - 30.Ben Cartlidge 27 - 30.,http://ufcstats.com/fight-details/1a95cc401f68f4c8
UFC 292: Sterling vs. O'Malley ,Gregory Rodrigues vs. Denis Tiuliulin,W/L,Middleweight Bout,KO/TKO ,1,1:43,3 Rnd (5-5-5),Bryan Miner,Elbows to Head From Mount ,http://ufcstats.com/fight-details/f995ed679ef8bdf4
UFC 292: Sterling vs. O'Malley ,Kurt Holobaugh vs. Austin Hubbard,W/L,Lightweight Bout,Submission ,2,2:39,3 Rnd + OT (5-5-5-5),John English,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/62d53ad8f8769666
UFC 292: Sterling vs. O'Malley ,Brad Katona vs. Cody Gibson,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd + OT (5-5-5-5),Marc Goddard,Nick Mahmood 28 - 29.David Ginsberg 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e9754f597ec50f6f
UFC 292: Sterling vs. O'Malley ,Andre Petroski vs. Gerald Meerschaert,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Marcel Varela 28 - 29.Sal D'amato 29 - 28.Steve Rita 28 - 29.,http://ufcstats.com/fight-details/9f7c28381b6913c8
UFC 292: Sterling vs. O'Malley ,Andrea Lee vs. Natalia Silva,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,David Ginsberg 27 - 30.Nick Mahmood 27 - 30.Ben Cartlidge 27 - 30.,http://ufcstats.com/fight-details/8c7b5b21b3532027
UFC 292: Sterling vs. O'Malley ,Karine Silva vs. Maryna Moroz,W/L,Women's Flyweight Bout,Submission ,1,4:59,3 Rnd (5-5-5),John English,Guillotine Choke From Bottom Guard ,http://ufcstats.com/fight-details/f329bd89e375d6df
UFC Fight Night: Luque vs. Dos Anjos ,Vicente Luque vs. Rafael Dos Anjos,W/L,Welterweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Ron McCarthy 46 - 49.Sal D'amato 47 - 48.Junichiro Kamijo 47 - 48.,http://ufcstats.com/fight-details/e346f2b7af63e804
UFC Fight Night: Luque vs. Dos Anjos ,Cub Swanson vs. Hakeem Dawodu,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29.Ron McCarthy 28 - 29.Jacob Montalvo 28 - 29.,http://ufcstats.com/fight-details/1b1fd32485861655
UFC Fight Night: Luque vs. Dos Anjos ,Khalil Rountree Jr. vs. Chris Daukaus,W/L,Light Heavyweight Bout,KO/TKO ,1,2:40,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/c57a4810c932b296
UFC Fight Night: Luque vs. Dos Anjos ,Polyana Viana vs. Iasmin Lucindo,L/W,Women's Strawweight Bout,Submission ,2,3:42,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/c2f730cb33df5221
UFC Fight Night: Luque vs. Dos Anjos ,AJ Dobson vs. Tafon Nchukwi,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29.Ron McCarthy 28 - 29.Jacob Montalvo 28 - 29.,http://ufcstats.com/fight-details/560a971c6ab8b854
UFC Fight Night: Luque vs. Dos Anjos ,Josh Fremd vs. Jamie Pickett,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 27 - 30.Sal D'amato 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/9a9479663bedf8b4
UFC Fight Night: Luque vs. Dos Anjos ,JP Buys vs. Marcus McGhee,L/W,Bantamweight Bout,KO/TKO ,1,2:19,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/2c160a1d1fdbf0b0
UFC Fight Night: Luque vs. Dos Anjos ,Terrance McKinney vs. Mike Breeden,W/L,Lightweight Bout,KO/TKO ,1,1:25,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance ,http://ufcstats.com/fight-details/9576d9cba5cf5c4e
UFC Fight Night: Luque vs. Dos Anjos ,Francis Marshall vs. Isaac Dulgarian,L/W,Featherweight Bout,KO/TKO ,1,4:48,3 Rnd (5-5-5),Jason Herzog,Elbows to Head From Mount ,http://ufcstats.com/fight-details/9479ba3cdcb1e513
UFC Fight Night: Luque vs. Dos Anjos ,Josh Parisian vs. Martin Buday,L/W,Heavyweight Bout,Submission ,1,4:11,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control ,http://ufcstats.com/fight-details/d5929b7fbc801ce4
UFC Fight Night: Luque vs. Dos Anjos ,Jaqueline Amorim vs. Montserrat Conejo Ruiz,W/L,Women's Strawweight Bout,KO/TKO ,3,3:41,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Mount ,http://ufcstats.com/fight-details/ca2aa660bea0cb60
UFC Fight Night: Luque vs. Dos Anjos ,Da'Mon Blackshear vs. Jose Johnson,W/L,Bantamweight Bout,Submission ,1,3:47,3 Rnd (5-5-5),Mark Smith,Twister From Back Control ,http://ufcstats.com/fight-details/91a5480f48bfaa71
UFC Fight Night: Luque vs. Dos Anjos ,Juliana Miller vs. Luana Santos,L/W,Women's Flyweight Bout,KO/TKO ,1,3:41,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/e3573545220ca4ea
UFC Fight Night: Sandhagen vs. Font ,Cory Sandhagen vs. Rob Font,W/L,Catch Weight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 45 - 50.Derek Cleary 45 - 50.Sal D'amato 45 - 50.,http://ufcstats.com/fight-details/554163b1c8c05522
UFC Fight Night: Sandhagen vs. Font ,Jessica Andrade vs. Tatiana Suarez,L/W,Women's Strawweight Bout,Submission ,2,1:31,3 Rnd (5-5-5),Kevin MacDonald,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/ec2358459ffbe7de
UFC Fight Night: Sandhagen vs. Font ,Dustin Jacoby vs. Kennedy Nzechukwu,W/L,Light Heavyweight Bout,KO/TKO ,1,1:22,3 Rnd (5-5-5),Gary Copeland,Punch to Head At Distance ,http://ufcstats.com/fight-details/2c54be25b09fce50
UFC Fight Night: Sandhagen vs. Font ,Diego Lopes vs. Gavin Tucker,W/L,Featherweight Bout,Submission ,1,1:38,3 Rnd (5-5-5),Jimmy Neely,Triangle Armbar From Bottom Guard ,http://ufcstats.com/fight-details/79bfba62da6242a6
UFC Fight Night: Sandhagen vs. Font ,Tanner Boser vs. Aleksa Camur,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Justin Brown,Sal D'amato 27 - 30.Anthony Maness 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/2c0496a5f39ab8a4
UFC Fight Night: Sandhagen vs. Font ,Ignacio Bahamondes vs. Ludovit Klein,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Rick Winter 27 - 30.Derek Cleary 28 - 29.Anthony Maness 28 - 29.,http://ufcstats.com/fight-details/531ce3d8011fa1f6
UFC Fight Night: Sandhagen vs. Font ,Kyler Phillips vs. Raoni Barcelos,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Kerri Rowland 27 - 30.Mike Bell 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/e5cb9dfc1189d77d
UFC Fight Night: Sandhagen vs. Font ,Jeremiah Wells vs. Carlston Harris,L/W,Welterweight Bout,Submission ,3,1:50,3 Rnd (5-5-5),Jason Herzog,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/bda7992779a005fa
UFC Fight Night: Sandhagen vs. Font ,Billy Quarantillo vs. Damon Jackson,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Mike Bell 28 - 29.Derek Cleary 28 - 29.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/1b0d5e65fdfc62cf
UFC Fight Night: Sandhagen vs. Font ,Cody Durden vs. Jake Hadley,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jimmy Neely,Sal D'amato 27 - 30.Anthony Maness 27 - 30.Kerri Rowland 27 - 30.,http://ufcstats.com/fight-details/38901948cff43ff9
UFC Fight Night: Sandhagen vs. Font ,Sean Woodson vs. Dennis Buzukja,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Justin Brown,Mike Bell 27 - 30.Derek Cleary 27 - 30.Kerri Rowland 27 - 30.,http://ufcstats.com/fight-details/436a1ce6b0c6b4bb
UFC Fight Night: Sandhagen vs. Font ,Ode Osbourne vs. Asu Almabayev,L/W,Flyweight Bout,Submission ,2,3:11,3 Rnd (5-5-5),Gary Copeland,Rear Naked Choke ,http://ufcstats.com/fight-details/6b5c225814a924ed
UFC 291: Poirier vs. Gaethje 2 ,Dustin Poirier vs. Justin Gaethje,L/W,Lightweight Bout,KO/TKO ,2,1:00,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/c27e33ee8ef53866
UFC 291: Poirier vs. Gaethje 2 ,Jan Blachowicz vs. Alex Pereira,L/W,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Junichiro Kamijo 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/800a35b3a7e52308
UFC 291: Poirier vs. Gaethje 2 ,Derrick Lewis vs. Marcos Rogerio de Lima,W/L,Heavyweight Bout,KO/TKO ,1,0:33,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground ,http://ufcstats.com/fight-details/eff6ec2b2f1fb27b
UFC 291: Poirier vs. Gaethje 2 ,Tony Ferguson vs. King Green,L/W,Lightweight Bout,Submission ,3,4:54,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/f1eca70738ca073e
UFC 291: Poirier vs. Gaethje 2 ,Michael Chiesa vs. Kevin Holland,L/W,Welterweight Bout,Submission ,1,2:39,3 Rnd (5-5-5),Marc Goddard,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/cbf1e76186a0c8b3
UFC 291: Poirier vs. Gaethje 2 ,Gabriel Bonfim vs. Trevin Giles,W/L,Welterweight Bout,Submission ,1,1:13,3 Rnd (5-5-5),Herb Dean,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/4327fe98e1b6f222
UFC 291: Poirier vs. Gaethje 2 ,CJ Vergara vs. Vinicius Salvador,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dave Seljestad,Steve Faragher 28 - 29.Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/e5ac7343b6d45188
UFC 291: Poirier vs. Gaethje 2 ,Roman Kopylov vs. Claudio Ribeiro,W/L,Middleweight Bout,KO/TKO ,2,0:33,3 Rnd (5-5-5),Marc Goddard,Kick to Head At Distance ,http://ufcstats.com/fight-details/5116f9398bfca446
UFC 291: Poirier vs. Gaethje 2 ,Jake Matthews vs. Darrius Flowers,W/L,Welterweight Bout,Submission ,2,2:37,3 Rnd (5-5-5),Tyler Tomlinson,Rear Naked Choke ,http://ufcstats.com/fight-details/7a8f218c07347c88
UFC 291: Poirier vs. Gaethje 2 ,Matthew Semelsberger vs. Uros Medic,L/W,Welterweight Bout,KO/TKO ,3,2:36,3 Rnd (5-5-5),Tyler Tomlinson,Spinning Back Elbow to Head At Distance ,http://ufcstats.com/fight-details/3de326b65aa6245d
UFC 291: Poirier vs. Gaethje 2 ,Miranda Maverick vs. Priscila Cachoeira,W/L,Women's Flyweight Bout,Submission ,3,2:11,3 Rnd (5-5-5),Dave Seljestad,Armbar From Mount ,http://ufcstats.com/fight-details/74fef059e229d217
UFC Fight Night: Aspinall vs. Tybura ,Tom Aspinall vs. Marcin Tybura,W/L,Heavyweight Bout,KO/TKO ,1,1:13,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/90e46589a18064bc
UFC Fight Night: Aspinall vs. Tybura ,Molly McCann vs. Julija Stoliarenko,L/W,Women's Flyweight Bout,Submission ,1,1:55,3 Rnd (5-5-5),Jason Herzog,Armbar From Guard ,http://ufcstats.com/fight-details/743a04674ab72ee0
UFC Fight Night: Aspinall vs. Tybura ,Nathaniel Wood vs. Andre Fili,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Cezary Wojciechowski 28 - 29.,http://ufcstats.com/fight-details/9541cf21e031354c
UFC Fight Night: Aspinall vs. Tybura ,Paul Craig vs. Andre Muniz,W/L,Middleweight Bout,KO/TKO ,2,4:40,3 Rnd (5-5-5),Daniel Movahedi,Elbows to Head From Mount ,http://ufcstats.com/fight-details/8104fe27bdc46914
UFC Fight Night: Aspinall vs. Tybura ,Jai Herbert vs. Fares Ziam,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Cezary Wojciechowski 28 - 29.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/c4caa8a4f32a0eed
UFC Fight Night: Aspinall vs. Tybura ,Lerone Murphy vs. Josh Culibao,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Loic Pora,Ben Cartlidge 26 - 30.Darryl Ransom 26 - 30.David Lethaby 27 - 30.,http://ufcstats.com/fight-details/3c4305abc2e302d0
UFC Fight Night: Aspinall vs. Tybura ,Davey Grant vs. Daniel Marcos,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Clemens Werner 28 - 29.Anders Ohlsson 29 - 28.Cezary Wojciechowski 28 - 29.,http://ufcstats.com/fight-details/b4e2037f180c1e0e
UFC Fight Night: Aspinall vs. Tybura ,Danny Roberts vs. Jonny Parsons,L/W,Welterweight Bout,KO/TKO ,2,4:57,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/d54ebd2a3435a357
UFC Fight Night: Aspinall vs. Tybura ,Marc Diakiese vs. Joel Alvarez,L/W,Lightweight Bout,Submission ,2,4:26,3 Rnd (5-5-5),Daniel Movahedi,D'Arce Choke From Side Control ,http://ufcstats.com/fight-details/319b96f615a0a154
UFC Fight Night: Aspinall vs. Tybura ,Mick Parkin vs. Jamal Pogues,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Loic Pora,Mike Bell 27 - 30.Darryl Ransom 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/89b96bc5f3e824c5
UFC Fight Night: Aspinall vs. Tybura ,Makhmud Muradov vs. Bryan Barberena,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Junichiro Kamijo 27 - 30.David Lethaby 27 - 30.Anders Ohlsson 27 - 30.,http://ufcstats.com/fight-details/8b341eb556c97c23
UFC Fight Night: Aspinall vs. Tybura ,Ketlen Vieira vs. Pannie Kianzad,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Ben Cartlidge 28 - 29.Cezary Wojciechowski 28 - 29.,http://ufcstats.com/fight-details/a0bc695b35f155f1
UFC Fight Night: Aspinall vs. Tybura ,Chris Duncan vs. Yanal Ashmouz,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Loic Pora,David Lethaby 27 - 30.Darryl Ransom 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/a8a4c9f98ff73839
UFC Fight Night: Aspinall vs. Tybura ,Shauna Bannon vs. Bruna Brasil,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Mike Bell 28 - 29.Clemens Werner 28 - 29.Anders Ohlsson 27 - 30.,http://ufcstats.com/fight-details/c81d1facf185467d
UFC Fight Night: Aspinall vs. Tybura ,Jafel Filho vs. Daniel Barez,W/L,Flyweight Bout,Submission ,1,3:26,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Mount ,http://ufcstats.com/fight-details/d918da575ee1bc35
UFC Fight Night: Holm vs. Bueno Silva ,Holly Holm vs. Mayra Bueno Silva,NC/NC,Women's Bantamweight Bout,Overturned ,2,0:38,5 Rnd (5-5-5-5-5),Keith Peterson,Failed Drug Test by Bueno Silva,http://ufcstats.com/fight-details/73370221b3fa3676
UFC Fight Night: Holm vs. Bueno Silva ,Jack Della Maddalena vs. Bassil Hafez,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 28 - 29.Sal D'amato 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/3352c65f3f6d9b2a
UFC Fight Night: Holm vs. Bueno Silva ,Ottman Azaitar vs. Francisco Prado,L/W,Lightweight Bout,KO/TKO ,1,4:05,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Guard ,http://ufcstats.com/fight-details/b52dccbe69864d2a
UFC Fight Night: Holm vs. Bueno Silva ,Albert Duraev vs. JunYong Park,L/W,Middleweight Bout,Submission ,2,4:45,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/6adfe44b110c1510
UFC Fight Night: Holm vs. Bueno Silva ,Norma Dumont vs. Chelsea Chandler,W/L,Women's Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Mike Bell 27 - 30.Derek Cleary 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/81b7a6aa147bd912
UFC Fight Night: Holm vs. Bueno Silva ,Nazim Sadykhov vs. Terrance McKinney,W/L,Lightweight Bout,Submission ,2,1:07,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke ,http://ufcstats.com/fight-details/e4620f3fa451a3a4
UFC Fight Night: Holm vs. Bueno Silva ,Tucker Lutz vs. Melsik Baghdasaryan,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Adalaide Byrd 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/8362b372adb2f302
UFC Fight Night: Holm vs. Bueno Silva ,Viktoriia Dudakova vs. Istela Nunes,W/L,Women's Strawweight Bout,KO/TKO ,1,0:34,3 Rnd (5-5-5),Chris Tognoni,to On GroundInjury,http://ufcstats.com/fight-details/eb30c9c975e15436
UFC Fight Night: Holm vs. Bueno Silva ,Austin Lingo vs. Melquizael Costa,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 26 - 30.Junichiro Kamijo 27 - 30.Brian Puccillo 27 - 30.,http://ufcstats.com/fight-details/b4cc389bb4af3707
UFC Fight Night: Holm vs. Bueno Silva ,Evan Elder vs. Genaro Valdez,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 26 - 30.Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/3624f4ae9c1d703e
UFC Fight Night: Holm vs. Bueno Silva ,Tyson Nam vs. Azat Maksum,L/W,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29.Brian Puccillo 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/dae80502466c8726
UFC Fight Night: Holm vs. Bueno Silva ,Alexander Munoz vs. Carl Deaton,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Mike Bell 26 - 30.Derek Cleary 27 - 30.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/57785c9be5b4526d
UFC Fight Night: Holm vs. Bueno Silva ,Ashlee Evans-Smith vs. Ailin Perez,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 25 - 30.Derek Cleary 25 - 30.Brian Puccillo 26 - 30.,http://ufcstats.com/fight-details/cae7de0873e03947
